key_name,ko_kr
262,"[262] 생물 또는 식물이 ELID에 감염된 후 돌연변이 세포가 대사될 때 자연에서 규소를 흡수하여 체내에 축적되는 현상을 말한다. 
　　연구에 따르면 ELID에 감염된 후 유기체의 단백질이 삼켜지고 단백질 분자 결합이 끊어지는 동시에 뼈 구조가 변하고 물자 포인트슘 농축이 증가하며 뼈 경도가 급격히 증가한다. 
　　규화 과정은 탄소 기반 유기체에서 규소 기반 유기체로 점진적으로 전환하는 과정이다. 대부분의 생물이 분자 결합이 끊어진 후 바로 죽지만 일부 감염 생물은 결국 유전자 사슬 재구성으로 이성을 잃어버린, 하지만 공격성은 아주 강한 ELID Infected가 된다."
263,"[263] 생물 또는 식물이 <keyword=42>ELID</keyword>에 감염된 후 돌연변이 세포가 대사될 때 자연에서 규소를 흡수하여 체내에 축적되는 현상을 말한다. 
　　연구에 따르면 ELID에 감염된 후 유기체의 단백질이 삼켜지고 단백질 분자 결합이 끊어지는 동시에 뼈 구조가 변하고 물자 포인트슘 농축이 증가하며 뼈 경도가 급격히 증가한다. 
　　규화 과정은 탄소 기반 유기체에서 규소 기반 유기체로 점진적으로 전환하는 과정이다. 대부분의 생물이 분자 결합이 끊어진 후 바로 죽지만 일부 감염 생물은 결국 유전자 사슬 재구성으로 이성을 잃어버린, 하지만 공격성은 아주 강한 <keyword=40>ELID Infected</keyword>가 된다."
292,"[292] ""삼여신"" 계획 실험에서 3명의 관측 대상은 ‘제퓨티’（G-179）, ‘노엘르’（G-214）, 그리고 ‘루니샤’（G-264）가 자신과 같은 유전자 테스트에 반응할 수 있는 것을 말한다. 
　　의식 공명 현상이 처음 발견된 건 3명의 관측 대상이 희미하게 같은 실험체의 위치를 감지할 수 있었기 때문이다. 오차 범위와 거리는 정비례했고, 여러 번의 실험을 거쳐 오차범위는 1km 이내가 되었다. 
　　관찰 대상이 왜 의식적 공명 상태를 나타내는지에 대해서는 아직 결론이 나지 않았으며, 일반적으로 이러한 특징은 유적지 유전자에 의한 것으로 추측된다."
293,"[293] <keyword=33>""삼여신"" 계획</keyword> 실험에서 3명의 관측 대상은 ‘제퓨티’（G-179）, ‘노엘르’（G-214）, 그리고 ‘루니샤’（G-264）가 자신과 같은 유전자 테스트에 반응할 수 있는 것을 말한다. 
　　의식 공명 현상이 처음 발견된 건 3명의 관측 대상이 희미하게 같은 실험체의 위치를 감지할 수 있었기 때문이다. 오차 범위와 거리는 정비례했고, 여러 번의 실험을 거쳐 오차범위는 1km 이내가 되었다. 
　　관찰 대상이 왜 의식적 공명 상태를 나타내는지에 대해서는 아직 결론이 나지 않았으며, 일반적으로 이러한 특징은 유적지 유전자에 의한 것으로 추측된다."
312,"[312] ‘베이커리’ 작전은 남극 연방이 코드네임 ‘베이커리’의 중요 인물을 카프카스 지대 및 루련 군사지역에서 철수하는 것을 돕기 위해 진행하는 비밀 작전이다. 
　　2092년 남극의 정보 부처 MID는 루련의 정보를 얻어 비밀리에 8명의 에이전트을 다른 명목으로 카프카스 지역으로 보내 은밀하게 ‘베이커리’를 찾고 위치기반을 구축해 철수까지 마쳤다. 
　　칼 마인드필 대위가 작전을 이끌었고 8명의 에이전트은 두 팀으로 나뉘어 가라차이 구역의 제벨시티에서 서쪽으로 20km 떨어진 산악지대에 진입해 사전 정찰 및 감시를 실시했고 표적과 접촉한 후에 TASA 3대가 철수를 도왔다."
313,"[313] ‘베이커리’ 작전은 <keyword=8>남극 연방</keyword>이 코드네임 ‘베이커리’의 중요 인물을 카프카스 지대 및 <keyword=7>루련</keyword> 군사지역에서 철수하는 것을 돕기 위해 진행하는 비밀 작전이다. 
　　2092년 남극의 정보 부처 <keyword=22>MID</keyword>는 루련의 정보를 얻어 비밀리에 8명의 에이전트을 다른 명목으로 카프카스 지역으로 보내 은밀하게 ‘베이커리’를 찾고 위치기반을 구축해 철수까지 마쳤다. 
　　칼 마인드필 대위가 작전을 이끌었고 8명의 에이전트은 두 팀으로 나뉘어 가라차이 구역의 제벨시티에서 서쪽으로 20km 떨어진 산악지대에 진입해 사전 정찰 및 감시를 실시했고 표적과 접촉한 후에 <keyword=21>TASA</keyword> 3대가 철수를 도왔다."
322,"[322] 난민 구조 계획은 국제 연합 난민처가 이끌고, 국제구호기구, 루련 그리고 남련이 공동으로 실행하는 인도주의적 원조 활동이다. 
　　작전은 황색지역 및 전투 지역 안의 평민이 녹색지역으로 진입해 살도록 하는 것이었다. 또한 ELID 감염자에게 필요한 신체검사와 치료를 제공했다. 
　　국제구호기구는 황색지역에 인형 소대를 대거 투입해 남은 민간인을 수색하고 방사능 농도 조건에 맞는 일반 감염자를 가장 가까운 루련 또는 남련 검문소로 보내 후속 생활과 치료를 담당하도록 했다. 중간 정도 및 중증 감염자의 경우 국제구호기구의 의료진이 녹색지역 외곽에서 초기 치료를 한 뒤 상태가 안정되면 검문소로 보낸다. 
　　난민 구조 계획은 2085년 체결을 시작으로, 난민 100만 명을 순차적으로 이송했으며, 루련과 남련의 관계가 악화함에도 이 흐름은 방해받지 않았다."
323,"[323] 난민 구조 계획은 국제 연합 난민처가 이끌고, <keyword=12>국제구호기구</keyword>, <keyword=7>루련</keyword> 그리고 <keyword=8>남련</keyword>이 공동으로 실행하는 인도주의적 원조 활동이다. 
　　작전은 황색지역 및 전투 지역 안의 평민이 녹색지역으로 진입해 살도록 하는 것이었다. 또한 <keyword=42>ELID 감염자</keyword>에게 필요한 신체검사와 치료를 제공했다. 
　　국제구호기구는 황색지역에 인형 소대를 대거 투입해 남은 민간인을 수색하고 방사능 농도 조건에 맞는 일반 감염자를 가장 가까운 루련 또는 남련 검문소로 보내 후속 생활과 치료를 담당하도록 했다. 중간 정도 및 중증 감염자의 경우 국제구호기구의 의료진이 녹색지역 외곽에서 초기 치료를 한 뒤 상태가 안정되면 검문소로 보낸다. 
　　난민 구조 계획은 2085년 체결을 시작으로, 난민 100만 명을 순차적으로 이송했으며, 루련과 남련의 관계가 악화함에도 이 흐름은 방해받지 않았다."
332,"[332] ‘삼여신 계획’은 유적 시설의 GAVIRUL배아에 대한 재육성 프로젝트를 전면 활성화하기 위함이자 인류 역사상 또 한 번의 GAVIRUL배아 재현 계획이다. 
　　또한 이는 지금까지 처음이자 단 한 번뿐인 남루 양국 과학자들이 공동연구한 유적사업이다. 
　　2078년에 시작된 계획은 루련의 생물학자인 윌리엄 교수가 이끌었고 남극 연방의 물리학자 필리프 등이 참여했다. 
　　3개의 배아가 살아남았고, 윌리엄 교수는 이 3명의 관측 대상을 ‘제퓨티’（G-179）, ‘노엘르’（G-214）와 ‘루니샤’（G-264）라고 칭했다, 그리고 3년간의 관측기를 가졌다."
333,"[333] ‘삼여신 계획’은 <keyword=55>유적</keyword> 시설의 GAVIRUL배아에 대한 재육성 프로젝트를 전면 활성화하기 위함이자 인류 역사상 또 한 번의 GAVIRUL배아 재현 계획이다. 
　　또한 이는 지금까지 처음이자 단 한 번뿐인 남루 양국 과학자들이 공동연구한 유적사업이다. 
　　2078년에 시작된 계획은 <keyword=7>루련</keyword>의 생물학자인 <keyword=1>윌리엄 교수</keyword>가 이끌었고 <keyword=8>남극 연방</keyword>의 물리학자 <keyword=5>필리프</keyword> 등이 참여했다. 
　　3개의 배아가 살아남았고, 윌리엄 교수는 이 3명의 관측 대상을 ‘제퓨티’（G-179）, ‘노엘르’（G-214）와 ‘루니샤’（G-264）라고 칭했다, 그리고 3년간의 관측기를 가졌다."
642,"[642] ‘삼여신 계획’은 유적 시설의 GAVIRUL배아에 대한 재육성 프로젝트를 전면 활성화하기 위함이자 인류 역사상 또 한 번의 GAVIRUL배아 재현 계획이다. 
또한 이는 지금까지 처음이자 단 한 번뿐인 남루 양국 과학자들이 공동연구한 유적사업이다. 
2078년에 시작된 계획은 루련의 생물학자인 윌리엄 교수가 이끌었고 남극 연방의 물리학자 필리프 등이 참여했다. 
3개의 배아가 살아남았고, 윌리엄 교수는 이 3명의 관측 대상을 ‘제퓨티’（G-179）, ‘노엘르’（G-214）와 ‘루니샤’（G-264）라고 칭했다, 그리고 3년간의 관측기를 가졌다. 
2084년도에는 윌리엄 교수와 필리프 박사의 연구 이념에 갈등을 빚어 그 후의 연구를 거의 정체된 상황이었다. 
2087년, G-214 ‘노엘르’가 루련에게 제어된다는 게 확인되었고, G-264 ‘루니샤’는 남극이 제어했다. 그리고 G-179 ‘제퓨티’는 실종되었다."
643,"[643] ‘삼여신 계획’은 <keyword=55>유적</keyword> 시설의 GAVIRUL배아에 대한 재육성 프로젝트를 전면 활성화하기 위함이자 인류 역사상 또 한 번의 GAVIRUL배아 재현 계획이다. 
또한 이는 지금까지 처음이자 단 한 번뿐인 남루 양국 과학자들이 공동연구한 유적사업이다. 
2078년에 시작된 계획은 <keyword=7>루련</keyword>의 생물학자인 <keyword=1>윌리엄 교수</keyword>가 이끌었고 <keyword=8>남극 연방</keyword>의 물리학자 <keyword=5>필리프</keyword> 등이 참여했다. 
3개의 배아가 살아남았고, 윌리엄 교수는 이 3명의 관측 대상을 ‘제퓨티’（G-179）, ‘노엘르’（G-214）와 ‘루니샤’（G-264）라고 칭했다, 그리고 3년간의 관측기를 가졌다. 
2084년도에는 윌리엄 교수와 필리프 박사의 연구 이념에 갈등을 빚어 그 후의 연구를 거의 정체된 상황이었다. 
2087년, G-214 ‘노엘르’가 루련에게 제어된다는 게 확인되었고, G-264 ‘루니샤’는 남극이 제어했다. 그리고 G-179 ‘제퓨티’는 실종되었다."
400,[400] 감염자/시생물
402,"[402] ELID Infected란 즉 특수 ELID 감염자이며, ‘시생물’라고도 불린다. 
ELID에 감염된 후 사망하지 않고 유전자 체인 재조합이 발생한 감염자를 말한다. 이들은 신체조직이 변화하고 이성을 잃으며 공격성이 강하다. 
개체가 다르기 때문에 유전자 사슬 재구성 방식도 다르다. 이에 따라 ELID Infected 간의 개체 차이가 생겨났다."
403,"[403] ELID Infected란 즉 특수  <keyword=42>ELID</keyword> 감염자이며, ‘시생물’라고도 불린다. 
ELID에 감염된 후 사망하지 않고 유전자 체인 재조합이 발생한 감염자를 말한다. 이들은 신체조직이 변화하고 이성을 잃으며 공격성이 강하다. 
개체가 다르기 때문에 유전자 사슬 재구성 방식도 다르다. 이에 따라 ELID Infected 간의 개체 차이가 생겨났다."
410,[410] 결정
